Materiale,Modulo_Young_MPa,Snervamento_MPa,Spessore_mm,Cava_V_mm,Raggio_Punzone_mm,Raggio_Matrice_mm,Angolo_Desiderato_deg,Corsa_Punzione_mm
Alluminio_5052_H32,69508.5,192.8,2.9,24,1.0,1.0,125.24,5.559
Acciaio_Mite_S235,208679.2,219.5,3.1,24,4.0,2.0,149.79,2.978
Acciaio_Mite_S235,205992.7,257.3,3.0,24,0.8,2.0,117.1,6.294
Acciaio_Mite_S235,201261.9,222.4,2.1,16,4.0,2.0,83.5,4.904
Acciaio_Mite_S235,206247.4,225.0,7.3,60,4.0,2.0,129.99,12.625
Acciaio_Mite_S235,210074.1,231.8,5.0,40,2.0,1.0,117.93,10.591
Acciaio_Mite_S235,204865.4,234.6,5.1,40,4.0,3.0,127.12,8.523
Alluminio_6061_T6,70367.2,269.6,8.0,60,1.5,3.0,84.61,26.879
Alluminio_5052_H32,69923.9,191.3,7.3,60,4.0,2.0,105.68,19.424
Acciaio_Inox_304,190809.3,295.3,1.0,8,1.5,3.0,114.48,1.467
Alluminio_5052_H32,70151.5,192.9,3.9,32,4.0,2.0,149.96,3.911
Acciaio_Mite_S235,208823.7,222.4,6.6,50,1.0,1.5,150.44,6.062
Acciaio_Mite_S235,207095.9,250.1,4.3,32,0.8,1.5,116.91,8.706
Acciaio_Inox_304,194881.3,296.8,6.0,50,3.0,2.0,149.75,6.171
Alluminio_6061_T6,70304.2,297.4,3.9,32,4.0,1.0,127.83,6.829
Alluminio_6061_T6,68075.4,268.0,2.0,16,1.5,1.0,89.76,6.242
Acciaio_Mite_S235,212869.8,242.7,4.7,40,1.5,2.0,137.69,7.16
Acciaio_Mite_S235,206183.7,222.4,2.6,20,1.5,3.0,96.77,6.483
Alluminio_6061_T6,68828.6,282.3,6.4,50,0.8,1.0,122.84,12.457
Alluminio_6061_T6,67330.0,241.4,2.2,16,0.8,1.5,82.45,6.868
Acciaio_Mite_S235,204825.7,212.4,2.0,16,3.0,3.0,96.44,4.451
Acciaio_Inox_304,196657.1,310.0,5.2,40,1.5,1.0,157.71,3.72
Acciaio_Mite_S235,214139.1,229.7,2.8,24,0.8,3.0,102.77,7.766
Alluminio_6061_T6,68358.5,286.7,1.2,10,0.8,3.0,136.92,1.651
Alluminio_5052_H32,70171.1,206.8,1.9,16,2.0,1.0,145.52,2.026
Acciaio_Inox_304,194344.5,311.4,4.8,40,1.0,1.5,96.28,15.397
Alluminio_5052_H32,71450.3,204.7,4.2,32,1.5,1.0,106.67,10.227
Alluminio_6061_T6,69438.7,278.4,6.5,50,1.0,2.0,153.47,5.733
Alluminio_5052_H32,70117.6,197.2,3.8,32,1.0,1.5,149.42,4.072
Acciaio_Inox_304,192240.1,282.2,7.5,60,1.0,1.0,141.95,9.813
Acciaio_Mite_S235,209876.1,249.0,7.8,60,2.0,2.0,109.15,18.641
Alluminio_6061_T6,69197.9,270.5,3.5,24,4.0,1.5,159.23,2.038
Acciaio_Mite_S235,205989.5,233.6,7.8,60,0.8,1.0,154.38,6.729
Acciaio_Mite_S235,206352.1,250.9,5.6,40,1.5,3.0,145.32,5.766
Alluminio_5052_H32,71384.8,202.9,2.2,16,0.8,3.0,136.29,2.827
Alluminio_6061_T6,70587.9,265.8,2.1,16,4.0,2.0,143.34,2.351
Acciaio_Mite_S235,207250.2,212.5,6.3,50,0.8,3.0,107.39,16.031
Alluminio_5052_H32,67852.2,197.4,4.3,32,1.0,1.0,135.77,6.115
Acciaio_Mite_S235,210917.2,234.4,1.5,12,0.8,2.0,97.15,3.894
Alluminio_5052_H32,69697.3,197.6,7.9,60,4.0,2.0,103.18,19.976
Alluminio_6061_T6,69441.9,277.3,7.6,60,2.0,3.0,148.47,8.05
Acciaio_Inox_304,191570.4,274.2,6.9,60,1.0,1.0,149.04,7.899
Alluminio_5052_H32,66909.6,179.4,5.7,50,0.8,2.0,158.02,4.629
Acciaio_Mite_S235,202890.4,230.1,5.6,40,1.5,1.0,93.51,15.823
Acciaio_Inox_304,197822.0,288.5,1.1,8,2.0,2.0,91.91,1.898
Acciaio_Mite_S235,213724.7,234.8,6.2,50,2.0,3.0,92.12,19.702
Alluminio_6061_T6,69403.0,274.2,7.5,60,0.8,2.0,153.82,6.763
Acciaio_Mite_S235,212146.0,243.3,7.5,60,3.0,3.0,155.73,6.247
Acciaio_Mite_S235,209958.3,222.2,5.0,40,1.5,3.0,105.52,12.764
Alluminio_5052_H32,72156.2,203.6,4.8,40,1.5,1.5,102.34,13.976
Alluminio_5052_H32,71447.6,189.4,2.5,20,3.0,2.0,125.39,4.254
Alluminio_5052_H32,67702.0,201.0,5.6,40,2.0,1.5,100.08,14.077
Alluminio_5052_H32,71215.6,183.2,7.4,60,2.0,2.0,112.22,17.877
Acciaio_Mite_S235,209363.2,240.0,6.0,50,0.8,3.0,119.27,12.988
Alluminio_5052_H32,70866.6,187.9,8.0,60,2.0,2.0,101.31,21.055
Alluminio_6061_T6,70598.2,278.8,7.9,60,2.0,2.0,157.87,5.577
Acciaio_Mite_S235,214059.7,224.1,4.9,40,3.0,1.5,105.61,12.902
Alluminio_5052_H32,68586.0,203.9,7.3,60,1.0,1.0,137.52,11.014
Alluminio_6061_T6,68419.7,309.5,3.7,32,1.5,1.0,107.0,10.133
Acciaio_Mite_S235,210316.2,247.6,6.0,50,0.8,3.0,121.58,12.524
Alluminio_5052_H32,71663.6,176.2,2.9,24,2.0,1.5,109.36,6.995
Alluminio_5052_H32,64719.6,191.4,5.2,40,0.8,1.5,80.42,19.465
Acciaio_Inox_304,189182.3,288.9,4.0,32,0.8,1.0,148.1,4.341
Alluminio_5052_H32,69076.2,180.5,5.9,50,2.0,3.0,105.06,16.448
Alluminio_6061_T6,67367.4,285.4,4.0,32,1.0,1.0,101.28,11.427
Alluminio_6061_T6,67400.4,255.5,1.5,12,1.5,2.0,124.35,2.491
Alluminio_6061_T6,69847.4,284.3,4.1,32,1.0,2.0,93.49,12.291
Alluminio_6061_T6,68138.8,257.3,3.5,24,4.0,2.0,84.11,8.601
Alluminio_5052_H32,69178.7,204.3,7.6,60,1.0,2.0,149.83,7.709
Acciaio_Mite_S235,201087.0,231.7,6.1,50,4.0,3.0,95.46,18.222
Alluminio_5052_H32,68926.2,199.8,2.3,20,2.0,1.5,96.07,6.907
Acciaio_Inox_304,195260.8,284.6,1.1,8,3.0,3.0,96.7,1.148
Acciaio_Mite_S235,216011.3,232.0,6.3,50,4.0,2.0,152.29,5.761
Alluminio_5052_H32,69637.9,185.4,4.8,40,0.8,1.0,85.05,18.584
Acciaio_Mite_S235,211464.6,245.8,7.3,60,4.0,2.0,155.92,6.132
Alluminio_5052_H32,70340.1,187.1,7.5,60,2.0,2.0,101.95,20.97
Alluminio_5052_H32,72408.1,189.0,2.1,16,0.8,1.5,143.61,2.333
Alluminio_6061_T6,70871.2,262.2,6.7,50,1.0,1.0,138.76,8.724
Alluminio_5052_H32,70941.0,195.9,5.1,40,4.0,1.5,155.45,4.197
Alluminio_5052_H32,70155.1,193.9,6.9,60,1.5,2.0,88.83,26.231
Acciaio_Mite_S235,206860.5,242.2,3.7,32,3.0,2.0,151.39,3.722
Acciaio_Inox_304,200331.2,272.9,3.6,32,2.0,3.0,97.06,11.333
Alluminio_6061_T6,67414.6,285.9,6.6,50,2.0,2.0,82.04,23.13
Alluminio_5052_H32,70733.6,216.3,7.3,60,1.0,1.0,132.81,12.292
Alluminio_5052_H32,67941.6,186.0,6.1,50,3.0,2.0,94.29,19.188
Acciaio_Mite_S235,218663.0,246.5,5.4,40,1.0,2.0,118.28,10.572
Alluminio_5052_H32,67788.0,186.8,3.8,32,2.0,2.0,103.2,10.615
Acciaio_Inox_304,191227.1,292.6,6.2,50,1.0,3.0,138.42,8.79
Alluminio_5052_H32,70513.1,185.0,7.6,60,1.5,1.0,82.35,29.179
Acciaio_Inox_304,195275.2,292.7,5.4,40,4.0,2.0,145.38,5.674
Acciaio_Inox_304,192029.9,302.1,7.5,60,2.0,2.0,124.76,14.264
Acciaio_Inox_304,184533.0,304.3,1.9,16,1.0,1.0,121.06,4.008
Acciaio_Mite_S235,208546.6,227.3,8.0,60,4.0,2.0,146.98,8.276
Acciaio_Mite_S235,206384.2,225.7,5.7,50,1.0,3.0,97.83,18.788
Alluminio_5052_H32,69559.6,180.8,4.9,40,1.0,1.0,134.01,7.825
Alluminio_6061_T6,67692.9,268.6,7.6,60,2.0,2.0,159.95,5.14
Alluminio_5052_H32,69952.9,192.8,3.3,24,3.0,1.0,95.97,8.3
Alluminio_5052_H32,69101.2,201.7,5.5,40,3.0,3.0,102.64,12.898
Acciaio_Inox_304,193296.4,284.4,7.4,60,2.0,2.0,110.8,18.225
Alluminio_5052_H32,67620.6,172.3,7.4,60,3.0,2.0,94.54,23.346
Acciaio_Inox_304,198512.7,315.5,7.0,60,0.8,1.5,127.32,13.836
Acciaio_Mite_S235,214550.2,235.1,5.9,50,2.0,2.0,81.08,23.84
Acciaio_Mite_S235,204229.9,227.0,3.9,32,4.0,1.5,88.33,12.483
Acciaio_Inox_304,187833.9,290.0,5.7,50,1.0,1.0,140.17,8.616
Alluminio_6061_T6,70524.7,288.1,7.1,60,2.0,2.0,129.72,13.027
Alluminio_5052_H32,71299.1,177.2,6.0,50,0.8,2.0,153.1,5.68
Acciaio_Mite_S235,210162.3,242.9,3.0,24,1.0,3.0,86.44,9.48
Alluminio_6061_T6,68360.3,267.7,5.2,40,3.0,3.0,126.0,8.761
Acciaio_Mite_S235,211217.1,235.2,7.6,60,2.0,1.0,145.54,8.803
Acciaio_Inox_304,192485.3,276.9,2.4,20,1.5,2.0,123.26,4.656
Acciaio_Inox_304,197442.9,322.2,5.1,40,2.0,3.0,148.87,5.343
Acciaio_Mite_S235,205900.6,223.7,1.7,12,3.0,3.0,142.26,1.665
Acciaio_Inox_304,191590.0,278.0,5.1,40,4.0,1.0,130.67,8.182
Alluminio_5052_H32,68569.8,194.7,4.2,32,1.5,1.5,159.48,2.645
Alluminio_6061_T6,68105.5,280.2,6.2,50,1.0,1.5,110.68,15.421
Acciaio_Inox_304,201783.7,305.2,7.3,60,1.0,2.0,94.49,24.047
Alluminio_5052_H32,69433.3,188.1,2.1,16,1.5,2.0,136.05,2.841
Alluminio_5052_H32,67367.8,196.7,3.5,24,0.8,3.0,93.86,8.346
Acciaio_Inox_304,191806.8,310.0,4.0,32,3.0,1.0,132.09,6.391
Alluminio_6061_T6,69850.9,271.3,5.9,50,4.0,3.0,93.26,18.908
Acciaio_Inox_304,189735.8,304.0,3.0,24,2.0,2.0,110.2,6.902
Acciaio_Inox_304,193340.4,296.1,5.2,40,1.0,1.0,89.01,17.327
Acciaio_Mite_S235,219195.1,229.2,6.3,50,1.5,3.0,86.56,21.677
Alluminio_5052_H32,72580.5,199.7,7.0,60,1.0,2.0,135.53,11.531
Acciaio_Inox_304,197083.2,316.2,3.3,24,0.8,1.0,112.07,7.113
Acciaio_Mite_S235,211764.9,229.4,6.1,50,2.0,2.0,140.32,8.285
Alluminio_5052_H32,69357.2,183.7,4.2,32,1.0,1.5,100.6,11.237
Acciaio_Mite_S235,202988.3,218.2,5.5,40,3.0,1.5,84.52,17.334
Acciaio_Mite_S235,211315.6,234.6,1.5,12,3.0,3.0,82.15,3.081
Alluminio_6061_T6,68051.8,256.3,2.9,24,0.8,3.0,157.32,2.107
Alluminio_6061_T6,69184.8,277.2,4.2,32,0.8,2.0,83.83,14.405
Alluminio_6061_T6,67938.4,288.9,5.0,40,1.5,2.0,126.54,9.113
Alluminio_6061_T6,68009.8,265.8,7.5,60,1.5,2.0,80.75,29.261
Alluminio_6061_T6,67517.8,254.2,6.4,50,0.8,1.5,97.42,19.131
Acciaio_Inox_304,188273.2,280.8,3.1,24,3.0,1.5,82.49,9.665
Alluminio_5052_H32,71217.4,191.9,4.6,40,4.0,2.0,81.43,17.6
Acciaio_Mite_S235,213307.6,238.2,5.5,40,4.0,1.0,119.84,9.979
Acciaio_Mite_S235,209582.8,258.6,2.5,20,2.0,2.0,96.29,6.651
Alluminio_6061_T6,68636.6,279.6,3.0,24,3.0,2.0,114.16,6.215
Alluminio_6061_T6,68300.6,274.7,6.3,50,4.0,1.5,141.29,7.996
Acciaio_Inox_304,200683.4,290.6,3.1,24,4.0,2.0,159.7,2.126
Acciaio_Inox_304,190781.2,291.7,4.6,40,1.5,1.0,95.76,15.601
Acciaio_Inox_304,185564.6,285.7,4.5,32,1.0,2.0,151.64,3.803
Acciaio_Inox_304,195612.2,283.1,1.8,16,1.5,1.0,121.92,3.697
Alluminio_5052_H32,72321.3,191.0,3.8,32,3.0,3.0,125.93,7.034
Acciaio_Mite_S235,209665.7,231.9,4.5,32,4.0,1.0,107.5,9.623
Alluminio_6061_T6,68030.7,276.5,5.0,40,1.0,1.0,139.59,6.906
Alluminio_5052_H32,68883.5,211.1,3.3,24,4.0,2.0,129.43,4.562
Acciaio_Mite_S235,219248.7,218.6,3.3,24,1.0,1.0,80.77,11.272
Acciaio_Mite_S235,204723.2,253.1,2.5,20,1.0,1.0,133.18,3.869
Acciaio_Mite_S235,206646.5,228.5,1.9,16,2.0,3.0,82.17,5.58
Acciaio_Inox_304,193339.1,305.0,7.2,60,1.5,1.5,90.0,25.726
Alluminio_6061_T6,70712.0,268.5,1.9,16,1.0,3.0,86.47,5.814
Acciaio_Inox_304,191211.2,296.3,7.9,60,0.8,2.0,80.85,29.438
Alluminio_6061_T6,67604.0,269.6,6.1,50,2.0,1.5,91.01,20.628
Acciaio_Inox_304,192534.1,291.2,4.3,32,2.0,3.0,127.45,6.905
Acciaio_Mite_S235,204258.2,257.9,3.8,32,1.5,3.0,149.31,4.087
Acciaio_Inox_304,193095.6,287.1,1.3,10,0.8,2.0,91.72,3.346
Acciaio_Inox_304,189055.9,283.0,4.3,32,1.0,3.0,129.37,6.6
Alluminio_5052_H32,69081.1,204.0,3.9,32,4.0,1.5,119.65,7.739
Alluminio_6061_T6,67640.5,283.5,2.3,20,0.8,2.0,117.5,5.153
Acciaio_Inox_304,191532.8,299.6,2.3,20,3.0,1.5,106.35,5.697
Acciaio_Mite_S235,211897.6,241.4,4.9,40,3.0,1.5,113.83,11.328
Alluminio_5052_H32,67316.2,189.9,6.2,50,1.0,1.5,159.11,4.466
Alluminio_6061_T6,69876.9,288.5,5.9,50,2.0,1.5,103.31,17.085
Acciaio_Mite_S235,210836.1,234.6,3.0,24,1.0,1.0,128.67,5.094
Acciaio_Inox_304,193885.4,269.0,5.0,40,2.0,3.0,98.02,14.121
Alluminio_6061_T6,68083.1,284.3,5.2,40,0.8,2.0,154.68,4.369
Alluminio_6061_T6,69347.2,289.9,2.5,20,3.0,3.0,152.43,2.085
Acciaio_Mite_S235,210306.7,217.6,2.6,20,1.5,1.0,87.58,8.143
Alluminio_5052_H32,71117.2,192.2,1.7,12,1.5,2.0,93.59,3.668
Alluminio_6061_T6,67783.5,246.9,2.0,16,3.0,1.5,156.83,1.458
Alluminio_6061_T6,70422.0,281.9,4.8,40,3.0,2.0,100.75,13.578
Acciaio_Inox_304,185852.7,281.6,1.3,10,2.0,2.0,104.54,2.505
Alluminio_6061_T6,71492.1,277.6,1.3,10,2.0,1.0,104.87,2.573
Acciaio_Mite_S235,207045.4,240.1,2.0,16,1.0,1.5,157.4,1.582
Acciaio_Inox_304,186452.1,258.8,3.5,24,4.0,1.0,94.49,7.959
Acciaio_Mite_S235,206328.0,230.9,7.7,60,3.0,3.0,96.04,22.357
Alluminio_5052_H32,70412.8,192.2,2.2,16,3.0,2.0,112.24,3.853
Alluminio_5052_H32,70490.3,187.3,5.4,40,4.0,1.0,154.63,4.281
Alluminio_5052_H32,71365.5,192.1,4.5,32,1.5,1.5,86.23,13.676
Alluminio_6061_T6,68832.3,258.7,1.7,12,1.0,3.0,118.85,2.561
Acciaio_Mite_S235,210865.9,222.5,2.1,16,4.0,1.5,149.74,1.829
Alluminio_5052_H32,68949.5,192.3,2.8,24,2.0,1.0,121.53,5.873
Acciaio_Inox_304,197493.2,292.9,1.3,10,1.0,2.0,145.0,1.356
Alluminio_6061_T6,68899.1,273.1,3.7,32,1.5,1.0,84.58,14.605
Alluminio_5052_H32,68605.8,184.6,7.4,60,2.0,3.0,143.2,9.28
Alluminio_5052_H32,68573.2,198.9,4.4,32,2.0,1.5,120.21,7.954
Acciaio_Mite_S235,211821.4,248.2,4.6,40,1.5,2.0,110.29,12.124
Acciaio_Inox_304,193183.4,291.8,8.0,60,0.8,2.0,136.74,11.034
Acciaio_Inox_304,192226.6,285.2,1.7,12,1.5,2.0,95.43,3.633
Acciaio_Inox_304,188692.2,301.3,1.1,8,4.0,1.5,82.69,1.039
Acciaio_Inox_304,189362.7,311.0,4.4,32,3.0,1.0,100.08,10.93
Acciaio_Mite_S235,207874.8,238.9,7.8,60,2.0,1.5,122.85,14.969
Acciaio_Inox_304,191083.7,322.2,5.0,40,4.0,2.0,108.06,11.964
Alluminio_5052_H32,69232.5,200.7,1.3,10,1.0,2.0,156.05,0.974
Alluminio_6061_T6,67951.3,276.7,7.3,60,4.0,3.0,138.03,10.468
Alluminio_5052_H32,70336.3,193.0,5.1,40,3.0,2.0,105.25,12.764
Alluminio_6061_T6,68355.3,269.8,5.3,40,1.0,1.5,146.82,5.683
Acciaio_Mite_S235,211989.9,226.4,3.2,24,2.0,1.0,136.64,4.268
Acciaio_Inox_304,193566.9,301.8,5.3,40,0.8,1.5,87.03,17.752
Acciaio_Mite_S235,207692.5,233.2,2.3,20,3.0,1.5,110.09,5.599
Acciaio_Inox_304,191153.9,283.0,3.5,24,4.0,1.0,144.33,3.411
Alluminio_6061_T6,67760.2,255.2,3.9,32,1.5,2.0,86.26,13.742
Alluminio_5052_H32,69676.5,206.0,5.8,50,3.0,1.5,105.25,16.362
Alluminio_6061_T6,70451.9,273.4,1.7,12,1.5,1.5,80.69,4.527
Alluminio_5052_H32,66536.7,214.6,5.6,40,2.0,2.0,82.82,17.765
Acciaio_Mite_S235,207936.3,234.4,6.6,50,0.8,3.0,115.27,14.003
Acciaio_Mite_S235,212739.2,248.6,5.0,40,1.0,1.0,122.35,10.038
Acciaio_Inox_304,196313.0,281.3,3.1,24,4.0,1.0,132.35,4.787
Acciaio_Inox_304,192836.8,298.2,6.7,50,3.0,1.5,88.99,20.639
Acciaio_Mite_S235,208411.2,251.8,5.6,40,1.0,1.0,144.8,5.966
Acciaio_Inox_304,192864.3,321.8,2.5,20,4.0,1.5,143.64,2.961
Acciaio_Inox_304,198334.8,304.9,2.6,20,1.0,1.0,134.67,3.776
Acciaio_Inox_304,187692.8,269.8,7.6,60,2.0,2.0,89.24,25.527
Acciaio_Inox_304,199512.4,299.6,8.0,60,3.0,3.0,148.82,7.826
Acciaio_Inox_304,196139.5,285.6,3.6,32,0.8,2.0,131.65,6.541
Acciaio_Mite_S235,207613.8,227.3,1.0,8,1.5,1.5,139.84,1.214
Acciaio_Inox_304,197521.0,278.1,3.3,24,1.0,3.0,83.21,9.825
Alluminio_5052_H32,69356.0,187.3,2.6,20,4.0,3.0,148.55,2.453
Alluminio_5052_H32,71057.1,180.4,6.2,50,3.0,1.0,80.17,24.047
Alluminio_6061_T6,67459.5,276.1,6.6,50,4.0,1.5,149.62,6.335
Alluminio_6061_T6,67993.3,276.9,7.5,60,3.0,1.0,83.28,28.081
Acciaio_Inox_304,189222.2,295.9,4.5,32,4.0,3.0,146.6,4.374
Alluminio_6061_T6,67077.9,292.3,5.1,40,1.5,1.5,84.04,18.198
Alluminio_5052_H32,71042.5,196.3,6.8,50,0.8,1.0,110.03,15.465
Alluminio_5052_H32,70983.0,184.8,5.5,40,1.5,3.0,141.1,6.571
Alluminio_6061_T6,71285.1,294.5,3.3,24,4.0,3.0,96.97,7.21
Alluminio_5052_H32,68931.7,200.4,3.0,24,2.0,1.5,110.93,6.883
Alluminio_6061_T6,68636.2,282.9,5.0,40,1.0,3.0,97.43,14.588
Acciaio_Inox_304,191506.5,297.1,1.2,10,0.8,1.5,156.29,0.923
Alluminio_5052_H32,69809.0,190.8,4.5,32,0.8,1.5,149.16,4.108
Alluminio_6061_T6,67826.5,271.6,7.4,60,1.5,1.5,106.67,19.639
Acciaio_Mite_S235,208487.2,237.3,6.7,50,1.5,1.0,107.78,16.038
Alluminio_6061_T6,68012.4,256.9,4.8,40,1.0,1.5,158.45,3.653
Alluminio_6061_T6,67984.9,266.3,4.6,40,0.8,3.0,145.95,5.8
Acciaio_Mite_S235,211881.0,241.6,4.7,40,4.0,1.5,146.88,5.558
Alluminio_6061_T6,65950.9,273.1,7.5,60,3.0,2.0,103.66,20.38
Acciaio_Mite_S235,218193.5,244.6,2.1,16,1.5,2.0,145.34,2.317
Alluminio_6061_T6,70728.4,253.4,4.8,40,1.0,2.0,153.59,4.501
Acciaio_Inox_304,192609.7,280.9,1.0,8,1.5,2.0,116.26,1.647
Acciaio_Inox_304,183391.6,306.7,1.7,12,1.0,2.0,98.94,3.679
Acciaio_Inox_304,195669.3,264.9,3.3,24,2.0,1.5,120.2,5.833
Alluminio_5052_H32,70039.8,198.9,4.6,40,2.0,1.5,118.12,10.676
Alluminio_5052_H32,68203.8,199.4,7.8,60,1.5,1.0,154.46,6.575
Acciaio_Mite_S235,205243.3,232.4,6.4,50,3.0,1.5,97.4,18.198
Alluminio_6061_T6,69536.4,275.3,5.9,50,1.0,1.0,146.02,7.366
Acciaio_Inox_304,197386.8,300.4,4.9,40,1.0,3.0,151.19,4.842
Alluminio_5052_H32,71143.6,188.8,4.6,40,4.0,1.5,97.63,14.283
Acciaio_Mite_S235,207359.1,229.6,5.9,50,4.0,1.5,80.92,23.113
Alluminio_5052_H32,68051.1,191.7,4.1,32,3.0,3.0,95.4,10.978
Acciaio_Inox_304,190831.4,276.8,4.4,32,4.0,1.5,98.73,10.502
Alluminio_6061_T6,70418.5,277.9,4.3,32,1.0,3.0,113.77,8.703
Alluminio_6061_T6,71839.1,286.7,3.1,24,1.0,1.5,138.63,4.203
Alluminio_6061_T6,67173.9,278.9,6.1,50,4.0,3.0,84.6,21.018
Acciaio_Inox_304,191947.0,288.7,1.3,10,1.0,3.0,152.53,1.042
Alluminio_5052_H32,72217.1,209.1,1.7,12,0.8,1.5,126.72,2.555
Acciaio_Mite_S235,211456.6,216.3,6.1,50,2.0,3.0,155.53,5.198
Alluminio_5052_H32,69077.3,187.1,4.5,32,2.0,3.0,120.23,7.731
Alluminio_5052_H32,68749.1,193.2,6.4,50,1.5,3.0,85.28,22.066
Alluminio_6061_T6,67382.2,278.0,2.2,16,1.0,1.5,93.24,5.731
Acciaio_Inox_304,197221.5,309.0,7.9,60,0.8,3.0,144.82,9.033
Alluminio_5052_H32,66573.4,179.2,7.6,60,3.0,1.0,138.15,10.775
Acciaio_Inox_304,187919.6,302.6,6.6,50,4.0,1.5,144.22,7.375
Alluminio_5052_H32,71090.2,194.8,5.8,50,2.0,1.0,128.18,11.118
Acciaio_Inox_304,191047.6,319.0,3.9,32,1.5,1.0,88.0,13.715
Acciaio_Inox_304,191977.8,288.9,2.4,20,0.8,1.0,136.1,3.75
Alluminio_6061_T6,70378.3,266.7,6.8,50,1.0,1.0,85.26,22.95
Acciaio_Inox_304,192893.6,297.9,5.3,40,1.0,2.0,143.85,6.161
Acciaio_Mite_S235,210697.4,230.5,3.4,24,1.5,2.0,144.17,3.618
Acciaio_Inox_304,197034.4,274.2,3.0,24,0.8,1.0,157.84,2.233
Alluminio_5052_H32,70261.4,184.4,6.4,50,3.0,2.0,127.15,11.092
Alluminio_6061_T6,66936.4,272.9,2.7,20,1.5,2.0,149.04,2.494
Alluminio_6061_T6,68805.4,255.0,4.0,32,1.5,1.0,93.2,12.709
Acciaio_Inox_304,189038.6,296.0,3.4,24,2.0,2.0,144.1,3.456
Acciaio_Mite_S235,211431.3,231.4,4.6,40,1.0,1.5,83.41,18.945
Acciaio_Inox_304,189832.2,319.7,5.2,40,3.0,3.0,96.32,13.997
Alluminio_6061_T6,69063.1,273.5,2.2,16,4.0,1.5,104.73,4.086
Acciaio_Inox_304,189326.9,267.6,4.3,32,3.0,1.5,133.55,6.016
Acciaio_Inox_304,192769.1,289.7,7.7,60,1.0,1.5,90.87,25.35
Alluminio_5052_H32,69843.4,193.3,6.8,50,3.0,3.0,127.86,10.724
Alluminio_5052_H32,70893.0,184.4,2.0,16,1.0,1.0,149.6,2.05
Alluminio_5052_H32,69746.5,185.3,4.6,40,1.0,1.0,99.35,14.911
Alluminio_6061_T6,68832.6,260.6,2.9,24,2.0,1.0,98.23,8.43
Acciaio_Mite_S235,211146.3,230.6,1.3,10,2.0,2.0,121.63,1.946
Alluminio_6061_T6,67446.3,269.5,5.8,50,2.0,1.5,111.9,14.97
Alluminio_5052_H32,68154.0,190.6,6.8,50,1.5,1.0,103.04,17.311
Acciaio_Mite_S235,213290.0,231.8,1.6,12,1.0,3.0,131.05,2.141
Acciaio_Mite_S235,210123.5,232.1,2.8,24,2.0,3.0,81.86,9.785
Alluminio_6061_T6,69173.4,274.9,2.0,16,1.0,2.0,125.06,3.51
Alluminio_5052_H32,68015.1,185.7,1.5,12,2.0,2.0,86.66,3.883
Alluminio_6061_T6,67649.3,276.0,4.5,32,0.8,1.0,82.55,14.973
Alluminio_5052_H32,70202.9,199.0,2.2,16,2.0,1.5,156.13,1.495
Acciaio_Mite_S235,214767.7,234.6,3.8,32,4.0,1.0,107.31,9.703
Acciaio_Inox_304,194292.8,276.8,2.8,24,4.0,2.0,152.99,2.677
Acciaio_Inox_304,193217.7,301.0,7.0,60,1.5,2.0,116.53,16.708
Acciaio_Mite_S235,216023.5,233.4,3.4,24,1.5,3.0,93.79,8.245
Alluminio_5052_H32,68797.4,178.9,6.0,50,0.8,3.0,140.86,8.184
Alluminio_5052_H32,71886.4,189.3,2.0,16,2.0,1.5,112.44,4.26
Alluminio_6061_T6,67978.9,282.0,3.6,32,2.0,2.0,97.83,11.476
Acciaio_Inox_304,188964.4,323.6,1.5,12,2.0,1.0,97.69,3.821
Acciaio_Mite_S235,206207.2,233.9,1.1,8,0.8,3.0,136.9,1.051
Acciaio_Mite_S235,209669.0,241.7,7.9,60,0.8,1.5,155.13,6.427
Acciaio_Mite_S235,214385.5,228.5,7.1,60,2.0,1.0,83.37,28.496
Alluminio_5052_H32,67419.7,172.8,3.7,32,0.8,1.5,144.84,4.577
Acciaio_Mite_S235,209224.6,238.1,7.0,60,1.5,3.0,116.67,16.647
Acciaio_Mite_S235,211359.3,242.2,1.1,8,0.8,1.5,104.18,2.114
Acciaio_Mite_S235,211609.9,224.2,6.9,60,0.8,1.5,150.53,7.635
Alluminio_5052_H32,69049.6,207.2,2.8,24,1.0,2.0,101.59,8.075
Acciaio_Mite_S235,203445.1,236.2,7.9,60,0.8,2.0,137.2,11.076
Acciaio_Mite_S235,211096.6,238.3,3.5,24,1.5,3.0,140.99,3.804
Acciaio_Inox_304,200644.3,281.2,5.7,50,2.0,2.0,122.34,12.512
Alluminio_5052_H32,71169.1,196.9,1.1,8,1.0,2.0,104.21,2.068
Alluminio_5052_H32,68180.0,204.6,5.2,40,2.0,2.0,105.65,12.929
Acciaio_Inox_304,192271.4,286.1,6.5,50,1.0,2.0,120.22,12.868
Acciaio_Mite_S235,208527.2,244.8,7.0,60,2.0,3.0,104.06,20.115
Acciaio_Mite_S235,211738.7,222.7,1.1,8,1.5,3.0,128.51,1.398
Acciaio_Inox_304,191172.5,279.2,1.1,8,0.8,1.5,90.77,2.551
Alluminio_6061_T6,70710.2,273.1,3.7,32,4.0,1.0,134.34,6.074
Alluminio_5052_H32,69064.0,207.5,5.5,40,1.5,1.0,111.61,11.903
Acciaio_Mite_S235,214144.4,252.7,3.3,24,1.5,2.0,119.39,5.919
